Tuberculosis_locus,smegmatis_locus,H37RA_locus,Bovis_locus
,1:MSMEG_RS15880:3349525-3350397,,
,1:MSMEG_RS15885:3350397-3351506,,
,1:MSMEG_RS15890:3351503-3352636,,
,1:MSMEG_RS15895:3352633-3354375,,
,1:MSMEG_RS15900:3354375-3354836,,
,1:MSMEG_RS15905:3354888-3355973,,
,1:MSMEG_RS15910:3356052-3356885,,
,1:MSMEG_RS15915:3357384-3358010,,
,1:MSMEG_RS15920:3358295-3359179,,
,1:MSMEG_RS15925:3359219-3359566,,
,1:MSMEG_RS15930:3359563-3360411,,
,1:MSMEG_RS15935:3360408-3361283,,
,1:MSMEG_RS15940:3361287-3362480,,
,1:MSMEG_RS15945:3362546-3363667,,
,1:MSMEG_RS15950:3364011-3365477,,
,1:MSMEG_RS15955:3365617-3366036,,
,1:MSMEG_RS15960:3366127-3367197,,
,1:MSMEG_RS15965:3367206-3367937,,
,1:MSMEG_RS15970:3367954-3368817,,
,1:MSMEG_RS15975:3368990-3369637,,
,1:MSMEG_RS15980:3369713-3370798,,
,1:MSMEG_RS15985:3370884-3373658,,
,1:MSMEG_RS15990:3374137-3374979,,
,1:MSMEG_RS15995:3375472-3376029,,
,1:MSMEG_RS16000:3376204-3377424,,
,1:MSMEG_RS16005:3377670-3378146,,
,1:MSMEG_RS16010:3378155-3379142,,
,1:MSMEG_RS16015:3379139-3380224,,
,1:MSMEG_RS16020:3380231-3381091,,
,1:MSMEG_RS16025:3381095-3381979,,
,1:MSMEG_RS16030:3382070-3383518,,
,1:MSMEG_RS16035:3383593-3384945,,
,1:MSMEG_RS16040:3384988-3385890,,
,1:MSMEG_RS16045:3386129-3387082,,
,1:MSMEG_RS16050:3387127-3387959,,
,1:MSMEG_RS16055:3388088-3388576,,
,1:MSMEG_RS16060:3388626-3389927,,
,1:MSMEG_RS16065:3390024-3390854,,
,1:MSMEG_RS16070:3390856-3391083,,
,1:MSMEG_RS16075:3391207-3391764,,
,1:MSMEG_RS16080:3391777-3392985,,
,1:MSMEG_RS16085:3393017-3394192,,
,1:MSMEG_RS16090:3394195-3394470,,
,1:MSMEG_RS16095:3394683-3395795,,
,1:MSMEG_RS16100:3395749-3397227,,
,1:MSMEG_RS16105:3397224-3398450,,
,1:MSMEG_RS16110:3398604-3399185,,
,1:MSMEG_RS16115:3399213-3400114,,
,1:MSMEG_RS16120:3400592-3402250,,
,1:MSMEG_RS16125:3402308-3403102,,
,1:MSMEG_RS16130:3403263-3403796,,
,1:MSMEG_RS16140:3404121-3404504,,
,1:MSMEG_RS16145:3404832-3406022,,
,1:MSMEG_RS16150:3406015-3406386,,
,1:MSMEG_RS16155:3406436-3406765,,
,1:MSMEG_RS16160:3406973-3407374,,
,1:MSMEG_RS16165:3407520-3407699,,
,1:MSMEG_RS16170:3407751-3407924,,
,1:MSMEG_RS16175:3407950-3408447,,
,1:MSMEG_RS16180:3408671-3409429,,
,1:MSMEG_RS16185:3409552-3410638,,
,1:MSMEG_RS16190:3411635-3412039,,
,1:MSMEG_RS16195:3412050-3412247,,
,1:MSMEG_RS16200:3412441-3413250,,
,1:MSMEG_RS16205:3413291-3414088,,
,1:MSMEG_RS16210:3414146-3414412,,
,1:MSMEG_RS16215:3414694-3415773,,
,1:MSMEG_RS33660:3416136-3416414,,
,1:MSMEG_RS16225:3416615-3416983,,
,1:MSMEG_RS16230:3417007-3418218,,
,1:MSMEG_RS16235:3418476-3418589,,
,1:MSMEG_RS16240:3418936-3419235,,
,1:MSMEG_RS16245:3419267-3420439,,
,1:MSMEG_RS16250:3420444-3421532,,
,1:MSMEG_RS16260:3421734-3422429,,
,1:MSMEG_RS16265:3422532-3423314,,
,1:MSMEG_RS16270:3423311-3424108,,
,1:MSMEG_RS16275:3424110-3425210,,
,1:MSMEG_RS16280:3425207-3425725,,
,1:MSMEG_RS16285:3425722-3427083,,
,1:MSMEG_RS16290:3427103-3427399,,
,1:MSMEG_RS16295:3427593-3428003,,
,1:MSMEG_RS16300:3428505-3428870,,
,1:MSMEG_RS16305:3429247-3429432,,
,1:MSMEG_RS16310:3429446-3430054,,
,1:MSMEG_RS16315:3430051-3430938,,
,1:MSMEG_RS16320:3430925-3431353,,
,1:MSMEG_RS16325:3431438-3432004,,
,1:MSMEG_RS16330:3432244-3432795,,
,1:MSMEG_RS16335:3433116-3433571,,
,1:MSMEG_RS16340:3433691-3434278,,
,1:MSMEG_RS16345:3434447-3435112,,
,1:MSMEG_RS16350:3435357-3436148,,
,1:MSMEG_RS16355:3436349-3436951,,
,1:MSMEG_RS16360:3436955-3437581,,
,1:MSMEG_RS16365:3437708-3438670,,
,1:MSMEG_RS16370:3438709-3439404,,
,1:MSMEG_RS16375:3439442-3440194,,
,1:MSMEG_RS16380:3440359-3441657,,
,1:MSMEG_RS16385:3441702-3441911,,
,1:MSMEG_RS16390:3441941-3442678,,
,1:MSMEG_RS16395:3442809-3443147,,
,1:MSMEG_RS16400:3443225-3444496,,
,1:MSMEG_RS16405:3444504-3445607,,
,1:MSMEG_RS16410:3445911-3447587,,
,1:MSMEG_RS16415:3447605-3448519,,
,1:MSMEG_RS16420:3448679-3449362,,
,1:MSMEG_RS16425:3450104-3450889,,
,1:MSMEG_RS16430:3450886-3452058,,
,1:MSMEG_RS16435:3452237-3452626,,
,1:MSMEG_RS16440:3452634-3453236,,
,1:MSMEG_RS16445:3453339-3453689,,
,1:MSMEG_RS33550:3453838-3453984,,
,1:MSMEG_RS16450:3454069-3454998,,
,1:MSMEG_RS16455:3454995-3455480,,
,1:MSMEG_RS16460:3455477-3456817,,
,1:MSMEG_RS16465:3456825-3458378,,
,1:MSMEG_RS16470:3458388-3459506,,
,1:MSMEG_RS16475:3459807-3461426,,
,1:MSMEG_RS16480:3461441-3462214,,
,1:MSMEG_RS16485:3462268-3463464,,
,1:MSMEG_RS16490:3463461-3464594,,
,1:MSMEG_RS16495:3464591-3465574,,
,1:MSMEG_RS16500:3465586-3466005,,
,1:MSMEG_RS16505:3466032-3466808,,
,1:MSMEG_RS16510:3466818-3467576,,
,1:MSMEG_RS16515:3467633-3468964,,
,1:MSMEG_RS16520:3469021-3470343,,
,1:MSMEG_RS16525:3470418-3471188,,
,1:MSMEG_RS16530:3471194-3471556,,
,1:MSMEG_RS16535:3471648-3473846,,
,1:MSMEG_RS16540:3473843-3474640,,
,1:MSMEG_RS16545:3474657-3476018,,
,1:MSMEG_RS16550:3476015-3477016,,
,1:MSMEG_RS16555:3477089-3478327,,
,1:MSMEG_RS16560:3478441-3479832,,
,1:MSMEG_RS16565:3479977-3480570,,
,1:MSMEG_RS16570:3480577-3481755,,
,1:MSMEG_RS16575:3481863-3482456,,
,1:MSMEG_RS16580:3482577-3483530,,
,1:MSMEG_RS16585:3483534-3484115,,
,1:MSMEG_RS16590:3484243-3484680,,
,1:MSMEG_RS16595:3484684-3485550,,
,1:MSMEG_RS16600:3485603-3485981,,
,1:MSMEG_RS16605:3486061-3487176,,
,1:MSMEG_RS16610:3487270-3487755,,
,1:MSMEG_RS16615:3487878-3488744,,
,1:MSMEG_RS16620:3488769-3489272,,
,1:MSMEG_RS16625:3489356-3489784,,
,1:MSMEG_RS16630:3489877-3490839,,
,1:MSMEG_RS16635:3491197-3491967,,
,1:MSMEG_RS16640:3491964-3493388,,
,1:MSMEG_RS16645:3493623-3494702,,
,1:MSMEG_RS16650:3494759-3495541,,
,1:MSMEG_RS16655:3495569-3496423,,
,1:MSMEG_RS16660:3496425-3497039,,
,1:MSMEG_RS16665:3497064-3497915,,
,1:MSMEG_RS16670:3498088-3499005,,
,1:MSMEG_RS16675:3499065-3499430,,
,1:MSMEG_RS16680:3499988-3501115,,
,1:MSMEG_RS16685:3501227-3501832,,
,1:MSMEG_RS16690:3501834-3502145,,
,1:MSMEG_RS16695:3502304-3503770,,
,1:MSMEG_RS16700:3503726-3505195,,
,1:MSMEG_RS16705:3505505-3506134,,
,1:MSMEG_RS16710:3506198-3506590,,
,1:MSMEG_RS16715:3506616-3507194,,
,1:MSMEG_RS16720:3507206-3508558,,
,1:MSMEG_RS33555:3508893-3509048,,
,1:MSMEG_RS16725:3509243-3510631,,
,1:MSMEG_RS16730:3510665-3511207,,
,1:MSMEG_RS16735:3511367-3512173,,
,1:MSMEG_RS33560:3512255-3512413,,
,1:MSMEG_RS16740:3512435-3513934,,
,1:MSMEG_RS16745:3514040-3515053,,
,1:MSMEG_RS16750:3515585-3516229,,
,1:MSMEG_RS16755:3516234-3517415,,
,1:MSMEG_RS16760:3517620-3518267,,
,1:MSMEG_RS16765:3518377-3519072,,
,1:MSMEG_RS16770:3519095-3519946,,
,1:MSMEG_RS16775:3520041-3520619,,
,1:MSMEG_RS16780:3520788-3521030,,
,1:MSMEG_RS16785:3521183-3521548,,
,1:MSMEG_RS16790:3521554-3521997,,
,1:MSMEG_RS16795:3522131-3523492,,
,1:MSMEG_RS16800:3523559-3524395,,
,1:MSMEG_RS16805:3524499-3526082,,
,1:MSMEG_RS16820:3529328-3529993,,
,1:MSMEG_RS16825:3529999-3530907,,
,1:MSMEG_RS16830:3531027-3532043,,
,1:MSMEG_RS16835:3532122-3533981,,
,1:MSMEG_RS16845:3534240-3535796,,
,1:MSMEG_RS16850:3535783-3536172,,
,1:MSMEG_RS16855:3536190-3536777,,
,1:MSMEG_RS16860:3536879-3537790,,
,1:MSMEG_RS16865:3537873-3539153,,
,1:MSMEG_RS16870:3539153-3540352,,
,1:MSMEG_RS16875:3540363-3540992,,
,1:MSMEG_RS16880:3540989-3541705,,
,1:MSMEG_RS16885:3541709-3542491,,
,1:MSMEG_RS16890:3542549-3543670,,
,1:MSMEG_RS16895:3543755-3544417,,
,1:MSMEG_RS16900:3544770-3545447,,
,1:MSMEG_RS16905:3545574-3546068,,
,1:MSMEG_RS16910:3546179-3547108,,
,1:MSMEG_RS16915:3547122-3548174,,
,1:MSMEG_RS16920:3548221-3548475,,
,1:MSMEG_RS16925:3548528-3549193,,
,1:MSMEG_RS16930:3549195-3549722,,
,1:MSMEG_RS16935:3549755-3550351,,
,1:MSMEG_RS16940:3550348-3551805,,
,1:MSMEG_RS16945:3551822-3552478,,
,1:MSMEG_RS16950:3552713-3553684,,
,1:MSMEG_RS16955:3553689-3554375,,
,1:MSMEG_RS16960:3554508-3555722,,
,1:MSMEG_RS16965:3556086-3556610,,
,1:MSMEG_RS16970:3556736-3557890,,
,1:MSMEG_RS16975:3557926-3558267,,
,1:MSMEG_RS16980:3558318-3558770,,
,1:MSMEG_RS16985:3559123-3559596,,
,1:MSMEG_RS16990:3559593-3562502,,
,1:MSMEG_RS16995:3562524-3563264,,
,1:MSMEG_RS17000:3563799-3564401,,
,1:MSMEG_RS17005:3564453-3565199,,
,1:MSMEG_RS17010:3565323-3565700,,
,1:MSMEG_RS17015:3566229-3566756,,
,1:MSMEG_RS17020:3566848-3567099,,
,1:MSMEG_RS17025:3567077-3568549,,
,1:MSMEG_RS17030:3568572-3569969,,
,1:MSMEG_RS17035:3570092-3570985,,
,1:MSMEG_RS17040:3571022-3571939,,
,1:MSMEG_RS17045:3572011-3572664,,
,1:MSMEG_RS17050:3572774-3574159,,
,1:MSMEG_RS17055:3574156-3575241,,
,1:MSMEG_RS17060:3575284-3576567,,
,1:MSMEG_RS17065:3576626-3577834,,
,1:MSMEG_RS17070:3577888-3578115,,
,1:MSMEG_RS17075:3578173-3578910,,
,1:MSMEG_RS17080:3579014-3580091,,
,1:MSMEG_RS17085:3580099-3580836,,
,1:MSMEG_RS17090:3580892-3581272,,
,1:MSMEG_RS17100:3582635-3583222,,
,1:MSMEG_RS17105:3583219-3585468,,
,1:MSMEG_RS17110:3585553-3585981,,
,1:MSMEG_RS17115:3586221-3587507,,
,1:MSMEG_RS17125:3587930-3588706,,
,1:MSMEG_RS17130:3588806-3589417,,
,1:MSMEG_RS17135:3589479-3590201,,
,1:MSMEG_RS17140:3590198-3590848,,
,1:MSMEG_RS17145:3590832-3591611,,
,1:MSMEG_RS17150:3591737-3592342,,
,1:MSMEG_RS17155:3592366-3593796,,
,1:MSMEG_RS17160:3593962-3595527,,
,1:MSMEG_RS17165:3595524-3596474,,
,1:MSMEG_RS17170:3596576-3597016,,
,1:MSMEG_RS17175:3597069-3598112,,
,1:MSMEG_RS17180:3598192-3600066,,
,1:MSMEG_RS17185:3600074-3600313,,
,1:MSMEG_RS17190:3600326-3601210,,
,1:MSMEG_RS17195:3601386-3601607,,
,1:MSMEG_RS17200:3601604-3601975,,
,1:MSMEG_RS17205:3601917-3602810,,
,1:MSMEG_RS17210:3602815-3603345,,
,1:MSMEG_RS17215:3603465-3604361,,
,1:MSMEG_RS17220:3604423-3605046,,
,1:MSMEG_RS17225:3605306-3606676,,
,1:MSMEG_RS17230:3607062-3607949,,
,1:MSMEG_RS17235:3607960-3608673,,
,1:MSMEG_RS17240:3608670-3609350,,
,1:MSMEG_RS17245:3609381-3610136,,
,1:MSMEG_RS17250:3610192-3611469,,
,1:MSMEG_RS17255:3611488-3612708,,
,1:MSMEG_RS17260:3612964-3614376,,
,1:MSMEG_RS17265:3614417-3615436,,
,1:MSMEG_RS17270:3615464-3616312,,
,1:MSMEG_RS17275:3616326-3617897,,
,1:MSMEG_RS17280:3617957-3619402,,
,1:MSMEG_RS17285:3619557-3620492,,
,1:MSMEG_RS17290:3620574-3621500,,
,1:MSMEG_RS17295:3621505-3621867,,
,1:MSMEG_RS17305:3623312-3623794,,
,1:MSMEG_RS17320:3626921-3627553,,
,1:MSMEG_RS17325:3627559-3627768,,
,1:MSMEG_RS17330:3627765-3628532,,
,1:MSMEG_RS17340:3629411-3631426,,
,1:MSMEG_RS17345:3631442-3632071,,
,1:MSMEG_RS17350:3632220-3632795,,
,1:MSMEG_RS17355:3632831-3633964,,
,1:MSMEG_RS17360:3633903-3635588,,
,1:MSMEG_RS17365:3635643-3636122,,
,1:MSMEG_RS17370:3636119-3637426,,
,1:MSMEG_RS17375:3637429-3637878,,
,1:MSMEG_RS17380:3638024-3640156,,
,1:MSMEG_RS17385:3640153-3641547,,
,1:MSMEG_RS17390:3641758-3642765,,
,1:MSMEG_RS17395:3642828-3643589,,
,1:MSMEG_RS17400:3643729-3646068,,
,1:MSMEG_RS17405:3646199-3647224,,
,1:MSMEG_RS17410:3647366-3650245,,
,1:MSMEG_RS17415:3650224-3650622,,
,1:MSMEG_RS17420:3650839-3652161,,
,1:MSMEG_RS17425:3652441-3653880,,
,1:MSMEG_RS17430:3654105-3654329,,
,1:MSMEG_RS17435:3654331-3655206,,
,1:MSMEG_RS17440:3655206-3655454,,
,1:MSMEG_RS17445:3655466-3656092,,
,1:MSMEG_RS17450:3656099-3656827,,
,1:MSMEG_RS17460:3658215-3658883,,
,1:MSMEG_RS17465:3658883-3662089,,
,1:MSMEG_RS17470:3662144-3663193,,
,1:MSMEG_RS17475:3663228-3664277,,
,1:MSMEG_RS17480:3664319-3665353,,
,1:MSMEG_RS17485:3665350-3666888,,
,1:MSMEG_RS17490:3666885-3667931,,
,1:MSMEG_RS17495:3667925-3668692,,
,1:MSMEG_RS17500:3668719-3669759,,
,1:MSMEG_RS17505:3669958-3670938,,
,1:MSMEG_RS17510:3670935-3671717,,
,1:MSMEG_RS17520:3673257-3674138,,
,1:MSMEG_RS17525:3674267-3676639,,
,1:MSMEG_RS17535:3677470-3678081,,
,1:MSMEG_RS17540:3678199-3678690,,
,1:MSMEG_RS17555:3680523-3680780,,
,1:MSMEG_RS17560:3680844-3681905,,
,1:MSMEG_RS17615:3690396-3691169,,
,1:MSMEG_RS17640:3695733-3696785,,
,1:MSMEG_RS17645:3696787-3698340,,
,1:MSMEG_RS17650:3698337-3699386,,
,1:MSMEG_RS17665:3702226-3703254,,
,1:MSMEG_RS17745:3721548-3723488,,
,1:MSMEG_RS17755:3724998-3725492,,
,1:MSMEG_RS17765:3726341-3726784,,
,1:MSMEG_RS17775:3727672-3728298,,
,1:MSMEG_RS17780:3728448-3729863,,
,1:MSMEG_RS17785:3729915-3731060,,
,1:MSMEG_RS17790:3731063-3731569,,
,1:MSMEG_RS17795:3731597-3732520,,
,1:MSMEG_RS17800:3732542-3734104,,
,1:MSMEG_RS17805:3734280-3735554,,
,1:MSMEG_RS17810:3735585-3736673,,
,1:MSMEG_RS17815:3736700-3737035,,
,1:MSMEG_RS17820:3737035-3737358,,
,1:MSMEG_RS17825:3737317-3738513,,
,1:MSMEG_RS17835:3741065-3741475,,
,1:MSMEG_RS17840:3741641-3742540,,
,1:MSMEG_RS17845:3742546-3743655,,
,1:MSMEG_RS17850:3743679-3745160,,
,1:MSMEG_RS17855:3745516-3745836,,
,1:MSMEG_RS17860:3746175-3746660,,
,1:MSMEG_RS17865:3746956-3747261,,
,1:MSMEG_RS17870:3747389-3748171,,
,1:MSMEG_RS17875:3748168-3748584,,
,1:MSMEG_RS17880:3748660-3749223,,
,1:MSMEG_RS17885:3749291-3750151,,
,1:MSMEG_RS17890:3750230-3750661,,
,1:MSMEG_RS17895:3750763-3751188,,
,1:MSMEG_RS17900:3751261-3752916,,
,1:MSMEG_RS17905:3752918-3753229,,
,1:MSMEG_RS17910:3753243-3754967,,
,1:MSMEG_RS17915:3755127-3755931,,
,1:MSMEG_RS17920:3755928-3757010,,
,1:MSMEG_RS17925:3757013-3758101,,
,1:MSMEG_RS17930:3758177-3759400,,
,1:MSMEG_RS17935:3759496-3760995,,
,1:MSMEG_RS17940:3761143-3761535,,
,1:MSMEG_RS17945:3761653-3762354,,
,1:MSMEG_RS17950:3762362-3763684,,
,1:MSMEG_RS17955:3763971-3765302,,
,1:MSMEG_RS17960:3765299-3766309,,
,1:MSMEG_RS17965:3766313-3767380,,
,1:MSMEG_RS17970:3767779-3768630,,
,1:MSMEG_RS17975:3768650-3769939,,
,1:MSMEG_RS17980:3770113-3772422,,
,1:MSMEG_RS17985:3772431-3773042,,
,1:MSMEG_RS17990:3773103-3774191,,
,1:MSMEG_RS17995:3774188-3774766,,
,1:MSMEG_RS18000:3774749-3776077,,
,1:MSMEG_RS18010:3776635-3777081,,
,1:MSMEG_RS18015:3777183-3777833,,
,1:MSMEG_RS18020:3778220-3785944,,
,1:MSMEG_RS18025:3786264-3787038,,
,1:MSMEG_RS18030:3787202-3787639,,
,1:MSMEG_RS18035:3787674-3788843,,
,1:MSMEG_RS18045:3789058-3790188,,
,1:MSMEG_RS18050:3790181-3790459,,
,1:MSMEG_RS18055:3790446-3791162,,
,1:MSMEG_RS18060:3791172-3792074,,
,1:MSMEG_RS18065:3792156-3792269,,
,1:MSMEG_RS18070:3792319-3794004,,
,1:MSMEG_RS18075:3794018-3794488,,
,1:MSMEG_RS18080:3794904-3797072,,
,1:MSMEG_RS18085:3797154-3798542,,
,1:MSMEG_RS18090:3798739-3799824,,
,1:MSMEG_RS18095:3800054-3800311,,
,1:MSMEG_RS18105:3800703-3801659,,
,1:MSMEG_RS18110:3801921-3802703,,
,1:MSMEG_RS18185:3817594-3817800,,
,1:MSMEG_RS18195:3818844-3819770,,
,1:MSMEG_RS18200:3819870-3819983,,
,1:MSMEG_RS18205:3820124-3823250,,
,1:MSMEG_RS18210:3823617-3825138,,
,1:MSMEG_RS18225:3827521-3827730,,
,1:MSMEG_RS18230:3827733-3828299,,
,1:MSMEG_RS18255:3830749-3831285,,
,1:MSMEG_RS18320:3848763-3849543,,
,1:MSMEG_RS18335:3851794-3853026,,
,1:MSMEG_RS18340:3853023-3853430,,
,1:MSMEG_RS18345:3853450-3854205,,
,1:MSMEG_RS18350:3854210-3855205,,
,1:MSMEG_RS18355:3855341-3856615,,
,1:MSMEG_RS18360:3856615-3858216,,
,1:MSMEG_RS18365:3858213-3858842,,
,1:MSMEG_RS18370:3858872-3860263,,
,1:MSMEG_RS18395:3862580-3862939,,
,1:MSMEG_RS18410:3867751-3868779,,
,1:MSMEG_RS18415:3868776-3870089,,
,1:MSMEG_RS18420:3870193-3870660,,
,1:MSMEG_RS18425:3870666-3871868,,
,1:MSMEG_RS18430:3871850-3873571,,
,1:MSMEG_RS18435:3873637-3874113,,
,1:MSMEG_RS18440:3874246-3874500,,
,1:MSMEG_RS18445:3874504-3875688,,
,1:MSMEG_RS18450:3875678-3876391,,
,1:MSMEG_RS18455:3876491-3877093,,
,1:MSMEG_RS18460:3877122-3877925,,
,1:MSMEG_RS18480:3882386-3883237,,
,1:MSMEG_RS33665:3883285-3883437,,
,1:MSMEG_RS18490:3883648-3883718,,
,1:MSMEG_RS18510:3888141-3888686,,
,1:MSMEG_RS18515:3888683-3889576,,
,1:MSMEG_RS18525:3889800-3891341,,
,1:MSMEG_RS18530:3891418-3892152,,
,1:MSMEG_RS18535:3892325-3893056,,
,1:MSMEG_RS18540:3893053-3894336,,
,1:MSMEG_RS18545:3894333-3895127,,
,1:MSMEG_RS18550:3895124-3896194,,
,1:MSMEG_RS18555:3896187-3897479,,
,1:MSMEG_RS18560:3897476-3898855,,
,1:MSMEG_RS18565:3898899-3899843,,
,1:MSMEG_RS18570:3899840-3900568,,
,1:MSMEG_RS18575:3900662-3902119,,
,1:MSMEG_RS18590:3905025-3905606,,
,1:MSMEG_RS33565:3905603-3905764,,
,1:MSMEG_RS18595:3905761-3906219,,
,1:MSMEG_RS18600:3906374-3907534,,
,1:MSMEG_RS18605:3907516-3908757,,
,1:MSMEG_RS18615:3911506-3912411,,
,1:MSMEG_RS18620:3912482-3913630,,
,1:MSMEG_RS18625:3913627-3914298,,
,1:MSMEG_RS18640:3916139-3916366,,
,1:MSMEG_RS18645:3916414-3918405,,
,1:MSMEG_RS18650:3918460-3920418,,
,1:MSMEG_RS18655:3920451-3921959,,
,1:MSMEG_RS18660:3922049-3922738,,
,1:MSMEG_RS18665:3922735-3923841,,
,1:MSMEG_RS18670:3923853-3924875,,
,1:MSMEG_RS18675:3924920-3925657,,
,1:MSMEG_RS18680:3925654-3926445,,
,1:MSMEG_RS18685:3926606-3927328,,
,1:MSMEG_RS18690:3927427-3928698,,
,1:MSMEG_RS18705:3929678-3930475,,
,1:MSMEG_RS18710:3930485-3932128,,
,1:MSMEG_RS18735:3938878-3939354,,
,1:MSMEG_RS18740:3939351-3940598,,
,1:MSMEG_RS18745:3940595-3941546,,
,1:MSMEG_RS18750:3941567-3942052,,
,1:MSMEG_RS18755:3942049-3942978,,
,1:MSMEG_RS18760:3942989-3943993,,
,1:MSMEG_RS18780:3947354-3947998,,
,1:MSMEG_RS18785:3947995-3949062,,
,1:MSMEG_RS18800:3950547-3951731,,
,1:MSMEG_RS18805:3951760-3952518,,
,1:MSMEG_RS18810:3952554-3952973,,
,1:MSMEG_RS18820:3954112-3954516,,
,1:MSMEG_RS18825:3954609-3955568,,
,1:MSMEG_RS18840:3959166-3960119,,
,1:MSMEG_RS18865:3963990-3964871,,
,1:MSMEG_RS18870:3964940-3965479,,
,1:MSMEG_RS18875:3965476-3966558,,
,1:MSMEG_RS18880:3966564-3967304,,
,1:MSMEG_RS18900:3970017-3970934,,
,1:MSMEG_RS18905:3970964-3971356,,
,1:MSMEG_RS18910:3971368-3972654,,
,1:MSMEG_RS18915:3972734-3973267,,
,1:MSMEG_RS18925:3976222-3976725,,
,1:MSMEG_RS18945:3978534-3979409,,
,1:MSMEG_RS18950:3979406-3980203,,
,1:MSMEG_RS18955:3980200-3980706,,
,1:MSMEG_RS18960:3980700-3981236,,
,1:MSMEG_RS18965:3981247-3981558,,
,1:MSMEG_RS18970:3981603-3982166,,
,1:MSMEG_RS18975:3982213-3983361,,
,1:MSMEG_RS33570:3983362-3983514,,
,1:MSMEG_RS18980:3983780-3984850,,
,1:MSMEG_RS18985:3985843-3986388,,
,1:MSMEG_RS18990:3986453-3986902,,
,1:MSMEG_RS18995:3987401-3988021,,
,1:MSMEG_RS19000:3988011-3988562,,
,1:MSMEG_RS19005:3988559-3989284,,
,1:MSMEG_RS19010:3989281-3990084,,
,1:MSMEG_RS19015:3990212-3990724,,
,1:MSMEG_RS19020:3990727-3991974,,
,1:MSMEG_RS19025:3992368-3993123,,
,1:MSMEG_RS19030:3993256-3996024,,
,1:MSMEG_RS19035:3996059-3996526,,
,1:MSMEG_RS19040:3996523-3997815,,
,1:MSMEG_RS19045:3997812-3998570,,
,1:MSMEG_RS19050:3998571-3999410,,
,1:MSMEG_RS19055:3999400-4000503,,
,1:MSMEG_RS19060:4000508-4000945,,
,1:MSMEG_RS19065:4001326-4003635,,
,1:MSMEG_RS19070:4003604-4004869,,
,1:MSMEG_RS19075:4004936-4005742,,
,1:MSMEG_RS19080:4005847-4006746,,
,1:MSMEG_RS19085:4006743-4007213,,
,1:MSMEG_RS19090:4007445-4008236,,
,1:MSMEG_RS19095:4008412-4009293,,
,1:MSMEG_RS19100:4009310-4010953,,
,1:MSMEG_RS19105:4011176-4012672,,
,1:MSMEG_RS19110:4012805-4013794,,
,1:MSMEG_RS19115:4013788-4014441,,
,1:MSMEG_RS19120:4014443-4015333,,
,1:MSMEG_RS19125:4015330-4015920,,
,1:MSMEG_RS19130:4016056-4017468,,
,1:MSMEG_RS19135:4017452-4018450,,
,1:MSMEG_RS19140:4018666-4018917,,
,1:MSMEG_RS19145:4019051-4019935,,
,1:MSMEG_RS19150:4019978-4020961,,
,1:MSMEG_RS19155:4020929-4021870,,
,1:MSMEG_RS19160:4021854-4022955,,
,1:MSMEG_RS19165:4023106-4025790,,
,1:MSMEG_RS19170:4025793-4026797,,
,1:MSMEG_RS19175:4026826-4027074,,
,1:MSMEG_RS19180:4027120-4028703,,
,1:MSMEG_RS19185:4028808-4029332,,
,1:MSMEG_RS19190:4029539-4030411,,
,1:MSMEG_RS19195:4030440-4030958,,
,1:MSMEG_RS19200:4030991-4031584,,
,1:MSMEG_RS19205:4031670-4032854,,
,1:MSMEG_RS19210:4033163-4034893,,
,1:MSMEG_RS19215:4035225-4035536,,
,1:MSMEG_RS19220:4035550-4036242,,
,1:MSMEG_RS19225:4036264-4036668,,
,1:MSMEG_RS19230:4036718-4038121,,
,1:MSMEG_RS19235:4038214-4039044,,
,1:MSMEG_RS19240:4039051-4041021,,
,1:MSMEG_RS19245:4041018-4043082,,
,1:MSMEG_RS19250:4043213-4044805,,
,1:MSMEG_RS19255:4045146-4045796,,
,1:MSMEG_RS19260:4045998-4046852,,
,1:MSMEG_RS19265:4046936-4048078,,
,1:MSMEG_RS19270:4048092-4048514,,
,1:MSMEG_RS19275:4048511-4048870,,
,1:MSMEG_RS19280:4049025-4049669,,
,1:MSMEG_RS19285:4049735-4050916,,
,1:MSMEG_RS19290:4050913-4052046,,
,1:MSMEG_RS19295:4052071-4053163,,
,1:MSMEG_RS19300:4053599-4054810,,
,1:MSMEG_RS19305:4055023-4056354,,
,1:MSMEG_RS19310:4056401-4058032,,
,1:MSMEG_RS19315:4058087-4059460,,
,1:MSMEG_RS19320:4059480-4060481,,
,1:MSMEG_RS19325:4060590-4061819,,
,1:MSMEG_RS19330:4061819-4063096,,
,1:MSMEG_RS19335:4063093-4063911,,
,1:MSMEG_RS19340:4063918-4065294,,
,1:MSMEG_RS19345:4065447-4066247,,
,1:MSMEG_RS19350:4066219-4067007,,
,1:MSMEG_RS19355:4067064-4068380,,
,1:MSMEG_RS19360:4068425-4069843,,
,1:MSMEG_RS19365:4070052-4071197,,
,1:MSMEG_RS19375:4071433-4072320,,
,1:MSMEG_RS19380:4072558-4073547,,
,1:MSMEG_RS19385:4073608-4075119,,
,1:MSMEG_RS19390:4075142-4076146,,
,1:MSMEG_RS19395:4076191-4077273,,
,1:MSMEG_RS19400:4077270-4078223,,
,1:MSMEG_RS19405:4078220-4078969,,
,1:MSMEG_RS19410:4078966-4079841,,
,1:MSMEG_RS19415:4079904-4081343,,
,1:MSMEG_RS19420:4081401-4082390,,
